	sc_id	spot	exp_cor_before	interface_cor_before	mix_cor_before	exp_cor_after	interface_cor_after	mix_cor_after	celltype	UMAP1	UMAP2	st_x	st_y
986	cell_431	spot_42	0.9268135632047925	0.7386235851912328	0.9079945654034365	0.9790614293333595	0.7885379824781644	0.8957201481514864	ExcitatoryL6	8.314416	3.2514975	1875	3375
987	cell_400	spot_42	0.9268135632047925	0.7386235851912328	0.9079945654034365	0.9790614293333595	0.7885379824781644	0.8957201481514864	ExcitatoryL6	8.114637	3.0458908	1875	3375
988	cell_1462	spot_42	0.9268135632047925	0.7386235851912328	0.9079945654034365	0.9790614293333595	0.7885379824781644	0.8957201481514864	ExcitatoryL6	8.151475	3.1904109	1875	3375
989	cell_1023	spot_42	0.9268135632047925	0.7386235851912328	0.9079945654034365	0.9790614293333595	0.7885379824781644	0.8957201481514864	Olig	8.495177	3.2302563	1875	3375
990	cell_657	spot_42	0.9268135632047925	0.7386235851912328	0.9079945654034365	0.9790614293333595	0.7885379824781644	0.8957201481514864	Astro	8.143712	3.275582	1875	3375
991	cell_488	spot_42	0.9268135632047925	0.7386235851912328	0.9079945654034365	0.9790614293333595	0.7885379824781644	0.8957201481514864	Astro	8.332984	3.0059507	1875	3375
992	cell_1204	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	Endo	2.1525686	0.9111901	7125	9375
993	cell_1450	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	Endo	2.262803	0.8863546	7125	9375
994	cell_1463	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	ExcitatoryL2and3	2.2489963	0.9976449	7125	9375
995	cell_1483	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	ExcitatoryL2and3	2.438017	1.0043232	7125	9375
996	cell_107	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	ExcitatoryL2and3	2.3072639	1.0042133	7125	9375
997	cell_1521	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	ExcitatoryL2and3	2.596039	0.87228143	7125	9375
998	cell_1508	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	ExcitatoryL2and3	2.3968282	1.0275345	7125	9375
999	cell_347	spot_183	0.9197367793019621	0.6930983919424382	0.8970729405660097	0.9634996063930518	0.8591031942616411	0.8892363904257776	ExcitatoryL2and3	2.2142932	1.0087985	7125	9375
1000	cell_193	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Endo	8.948463	1.8189954	3375	1875
1001	cell_1351	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Olig	9.126648	1.805566	3375	1875
1002	cell_142	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Olig	9.064433	1.3885692	3375	1875
1003	cell_1501	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Olig	8.972436	1.6373627	3375	1875
1004	cell_1440	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Olig	9.270266	1.3773243	3375	1875
1005	cell_717	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Olig	9.085095	1.571358	3375	1875
1006	cell_500	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Olig	9.07772	1.6753894	3375	1875
1007	cell_324	spot_78	0.8893224136699696	0.8833488727662968	0.8887250595796024	0.9254426996106327	0.8865634556898415	0.8598410087871973	Astro	8.893161	1.845196	3375	1875
1008	cell_1306	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	Vip	0.8477186	1.3433688	6375	10875
1009	cell_1411	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.96183246	1.4135404	6375	10875
1010	cell_320	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.95708287	1.6178762	6375	10875
1011	cell_1316	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.81614095	1.3977147	6375	10875
1012	cell_1310	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	1.0208434	1.5366251	6375	10875
1013	cell_994	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.7781064	1.5513341	6375	10875
1014	cell_1364	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.59309304	1.5103282	6375	10875
1015	cell_418	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.7722774	1.3539642	6375	10875
1016	cell_1254	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.7528393	1.4682856	6375	10875
1017	cell_1389	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	ExcitatoryL2and3	0.8156011	1.3298966	6375	10875
1018	cell_1409	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	Sst	1.3154789	1.2878312	6375	10875
1019	cell_1251	spot_166	0.8987371063780294	0.5171769721543623	0.8605810929556628	0.972505050409359	0.6293623378296135	0.8753629493038644	Astro	0.8052167	1.3412861	6375	10875
1020	cell_17	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	ExcitatoryL2and3	0.21503724	1.2356646	7125	11625
1021	cell_245	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	ExcitatoryL2and3	0.47391492	1.0905037	7125	11625
1022	cell_1455	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	ExcitatoryL2and3	0.613045	1.2490921	7125	11625
1023	cell_990	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	ExcitatoryL2and3	0.37928241	1.2506609	7125	11625
1024	cell_247	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	Astro	0.40522045	1.3590966	7125	11625
1025	cell_1473	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	Astro	0.44370654	1.3134903	7125	11625
1026	cell_1503	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	Astro	0.22603329	1.1949353	7125	11625
1027	cell_1455	spot_186	0.86980029283454	0.2023709928920696	0.8030573628402929	0.910782675737752	0.3937007040799231	0.8590744785719692	ExcitatoryL2and3	0.6789536	1.1572047	7125	11625
1028	cell_1518	spot_22	0.8568457383825964	0.6022058360855298	0.8313817481528897	0.9053770035592954	0.823104873662027	0.8971497905695686	Olig	8.737655	3.3720913	1125	2625
1029	cell_335	spot_22	0.8568457383825964	0.6022058360855298	0.8313817481528897	0.9053770035592954	0.823104873662027	0.8971497905695686	Olig	8.693238	3.6492825	1125	2625
1030	cell_1148	spot_22	0.8568457383825964	0.6022058360855298	0.8313817481528897	0.9053770035592954	0.823104873662027	0.8971497905695686	Olig	8.89174	3.4578116	1125	2625
1031	cell_948	spot_22	0.8568457383825964	0.6022058360855298	0.8313817481528897	0.9053770035592954	0.823104873662027	0.8971497905695686	Olig	8.718393	3.2312186	1125	2625
1032	cell_1100	spot_22	0.8568457383825964	0.6022058360855298	0.8313817481528897	0.9053770035592954	0.823104873662027	0.8971497905695686	Olig	8.786548	3.418215	1125	2625
1033	cell_254	spot_22	0.8568457383825964	0.6022058360855298	0.8313817481528897	0.9053770035592954	0.823104873662027	0.8971497905695686	Olig	8.531629	3.516729	1125	2625
1034	cell_122	spot_22	0.8568457383825964	0.6022058360855298	0.8313817481528897	0.9053770035592954	0.823104873662027	0.8971497905695686	Astro	8.688396	3.4582026	1125	2625
1035	cell_1370	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	ExcitatoryL6	8.606784	3.7025688	375	2625
1036	cell_1403	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	Olig	8.619671	3.6679251	375	2625
1037	cell_639	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	Olig	8.744785	3.6757464	375	2625
1038	cell_865	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	Olig	8.731842	3.6105816	375	2625
1039	cell_23	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	Olig	8.787393	3.6015978	375	2625
1040	cell_10	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	Olig	8.806188	3.6581738	375	2625
1041	cell_1128	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	Astro	8.666117	3.588263	375	2625
1042	cell_1363	spot_3	0.9296569414584697	0.4993878390249529	0.886630031215118	0.9362293337912904	0.8435881034536346	0.9269652107575248	Astro	8.820393	3.6661978	375	2625
1043	cell_106	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	Pvalb	3.470029	4.842202	375	7875
1044	cell_1332	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	ExcitatoryL4	3.452122	4.6312876	375	7875
1045	cell_363	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	ExcitatoryL4	3.6331246	4.681948	375	7875
1046	cell_700	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	ExcitatoryL4	3.7578707	4.848955	375	7875
1047	cell_85	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	ExcitatoryL4	3.5183842	4.7488995	375	7875
1048	cell_842	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	ExcitatoryL4	3.735587	4.6851153	375	7875
1049	cell_38	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	Endo	3.7514887	4.5794964	375	7875
1050	cell_205	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	Endo	3.7670157	4.59849	375	7875
1051	cell_127	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	Endo	3.6237733	4.7654996	375	7875
1052	cell_576	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	ExcitatoryL5	3.649003	4.7201247	375	7875
1053	cell_255	spot_10	0.9130744085115224	0.5270214220516486	0.874469109865535	0.9504608502121074	0.6604244589307632	0.8597499782308426	ExcitatoryL5	3.7017605	4.7286572	375	7875
1054	cell_331	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	Pvalb	-0.16937707	4.5523424	1125	12375
1055	cell_228	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	Pvalb	-0.09504915	4.8485427	1125	12375
1056	cell_210	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	Endo	0.027175007	4.6630273	1125	12375
1057	cell_22	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	Endo	0.030375907	4.7737136	1125	12375
1058	cell_164	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	Endo	-0.014185571	4.7763395	1125	12375
1059	cell_321	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	Endo	0.02949384	4.758974	1125	12375
1060	cell_694	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	Olig	-0.18400551	4.650793	1125	12375
1061	cell_213	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	ExcitatoryL2and3	-0.083305486	4.7521887	1125	12375
1062	cell_261	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	ExcitatoryL2and3	-0.03941522	4.9266877	1125	12375
1063	cell_314	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	ExcitatoryL2and3	-0.3962763	4.78793	1125	12375
1064	cell_590	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	ExcitatoryL2and3	-0.12973231	5.0099397	1125	12375
1065	cell_519	spot_35	0.9399767214713992	0.9282536245247508	0.9388044117767343	0.9712996488021328	0.9127583200706848	0.9007925178930201	ExcitatoryL2and3	-0.024400463	4.9184055	1125	12375
1066	cell_198	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	Endo	-0.51521116	4.8795834	1125	13125
1067	cell_428	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	Endo	-0.5250054	4.7428927	1125	13125
1068	cell_820	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	Endo	-0.363953	4.7928643	1125	13125
1069	cell_319	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	Endo	-0.720009	4.756389	1125	13125
1070	cell_236	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	Other	-0.536182	4.674662	1125	13125
1071	cell_603	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	Other	-0.50355065	4.706189	1125	13125
1072	cell_1510	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	Other	-0.30284894	4.75744	1125	13125
1073	cell_308	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	ExcitatoryL2and3	-0.6007653	4.741303	1125	13125
1074	cell_201	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	ExcitatoryL2and3	-0.47448134	4.835956	1125	13125
1075	cell_1385	spot_36	0.8831508903137197	0.8011183867019394	0.8749476399525418	0.950676139076473	0.9040530066371237	0.8826621099517133	ExcitatoryL2and3	-0.50856465	4.63998	1125	13125
1076	cell_427	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	Pvalb	3.351355	4.5488453	1875	8625
1077	cell_1160	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	2.667073	4.375896	1875	8625
1078	cell_789	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	3.1740973	4.45298	1875	8625
1079	cell_183	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	3.2174613	4.5342565	1875	8625
1080	cell_438	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	3.2362754	4.577895	1875	8625
1081	cell_402	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	3.1945806	4.4132485	1875	8625
1082	cell_756	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	2.8828437	4.1104474	1875	8625
1083	cell_543	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	2.4732616	4.450193	1875	8625
1084	cell_366	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	2.9175658	4.420123	1875	8625
1085	cell_632	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	ExcitatoryL4	3.5630765	4.311282	1875	8625
1086	cell_441	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	Endo	3.2975745	4.411104	1875	8625
1087	cell_1060	spot_49	0.9447354887987384	0.3918785084761563	0.8894497907664802	0.9644348636524211	0.39266767280420045	0.907258144567599	Endo	3.191989	4.317142	1875	8625
1088	cell_1232	spot_59	0.8897208010260338	0.5893579419337139	0.8596845151168018	0.9211627191274925	0.5141370356683866	0.8804601507815819	Olig	8.965518	2.6219432	2625	1875
1089	cell_536	spot_59	0.8897208010260338	0.5893579419337139	0.8596845151168018	0.9211627191274925	0.5141370356683866	0.8804601507815819	Olig	9.175183	2.1715572	2625	1875
1090	cell_495	spot_59	0.8897208010260338	0.5893579419337139	0.8596845151168018	0.9211627191274925	0.5141370356683866	0.8804601507815819	Olig	9.057514	2.0628555	2625	1875
1091	cell_241	spot_59	0.8897208010260338	0.5893579419337139	0.8596845151168018	0.9211627191274925	0.5141370356683866	0.8804601507815819	Astro	9.252956	2.1364968	2625	1875
1092	cell_615	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	ExcitatoryL6	9.267889	-0.40160176	6375	1125
1093	cell_1227	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	Endo	9.103179	-0.33704555	6375	1125
1094	cell_1297	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	Olig	9.330576	-0.43002746	6375	1125
1095	cell_1417	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	Olig	9.280183	-0.4835236	6375	1125
1096	cell_1110	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	Olig	9.05965	-0.18879066	6375	1125
1097	cell_1010	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	Olig	9.266318	-0.38618922	6375	1125
1098	cell_698	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	Olig	9.24481	-0.4315346	6375	1125
1099	cell_827	spot_153	0.859158274710464	0.7961925617759554	0.8528617034170132	0.9315494617764621	0.9070307433391386	0.8668787037645729	Astro	9.148535	-0.34646276	6375	1125
1100	cell_663	spot_173	0.9100681673212935	0.8507337543178052	0.9041347260209447	0.8659222099022081	0.8610272121390024	0.8654327101258876	Olig	8.662114	-0.36560616	7125	1875
1101	cell_874	spot_173	0.9100681673212935	0.8507337543178052	0.9041347260209447	0.8659222099022081	0.8610272121390024	0.8654327101258876	Olig	8.8636	-0.31876922	7125	1875
1102	cell_108	spot_173	0.9100681673212935	0.8507337543178052	0.9041347260209447	0.8659222099022081	0.8610272121390024	0.8654327101258876	Olig	8.60791	-0.34728214	7125	1875
1103	cell_1434	spot_173	0.9100681673212935	0.8507337543178052	0.9041347260209447	0.8659222099022081	0.8610272121390024	0.8654327101258876	Olig	9.05379	-0.50302184	7125	1875
1104	cell_478	spot_173	0.9100681673212935	0.8507337543178052	0.9041347260209447	0.8659222099022081	0.8610272121390024	0.8654327101258876	Olig	8.51053	-0.2996338	7125	1875
1105	cell_424	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Micro	9.622386	3.2808726	1125	1125
1106	cell_341	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Olig	9.811811	3.4417448	1125	1125
1107	cell_186	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Sst	9.634512	3.4058688	1125	1125
1108	cell_288	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Sst	9.558937	3.2982128	1125	1125
1109	cell_227	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Sst	9.609487	3.4475408	1125	1125
1110	cell_196	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	ExcitatoryL5	9.673779	3.477965	1125	1125
1111	cell_443	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Astro	9.630329	3.313039	1125	1125
1112	cell_324	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Astro	9.546816	3.327493	1125	1125
1113	cell_313	spot_20	0.9215098411099739	0.8407653553257594	0.9134353925315524	0.9461832137471494	0.9334144406976764	0.9449063364422021	Astro	9.611057	3.3493268	1125	1125
1114	cell_1380	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	Endo	1.5194376	1.3349864	6375	10125
1115	cell_1428	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	Endo	1.8821069	1.2282214	6375	10125
1116	cell_1408	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	Endo	1.5841998	1.3456533	6375	10125
1117	cell_1470	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	ExcitatoryL2and3	1.7655637	1.2552469	6375	10125
1118	cell_1305	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	ExcitatoryL2and3	1.688631	1.3470781	6375	10125
1119	cell_1276	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	ExcitatoryL2and3	1.1826793	1.4754918	6375	10125
1120	cell_1299	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	ExcitatoryL2and3	1.5762923	1.3937217	6375	10125
1121	cell_1152	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	ExcitatoryL2and3	1.9247965	1.127977	6375	10125
1122	cell_1001	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	ExcitatoryL2and3	1.3729043	1.5043278	6375	10125
1123	cell_593	spot_165	0.9053495508007302	0.43487569637193957	0.8583021653578511	0.9159572137081309	0.47063876086672507	0.8130686184017002	Astro	1.5276337	1.366085	6375	10125
1124	cell_1233	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	Pvalb	0.16403757	3.999966	2625	11625
1125	cell_909	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL4	0.5409134	3.7277734	2625	11625
1126	cell_1242	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL4	0.30688432	3.648194	2625	11625
1127	cell_651	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	Endo	0.33025026	3.7879915	2625	11625
1128	cell_454	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	Olig	0.5429298	4.1340046	2625	11625
1129	cell_229	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL2and3	0.1320212	3.9413338	2625	11625
1130	cell_530	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL2and3	0.37037838	3.6959713	2625	11625
1131	cell_403	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL2and3	0.43093228	4.1824656	2625	11625
1132	cell_519	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL2and3	0.57538646	3.5727842	2625	11625
1133	cell_1284	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL2and3	0.6306219	3.6852667	2625	11625
1134	cell_565	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	ExcitatoryL2and3	0.3560521	4.087676	2625	11625
1135	cell_307	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	Astro	0.49206352	3.780779	2625	11625
1136	cell_430	spot_72	0.9273307864620638	0.6352606799222728	0.8981237758080847	0.9542372500950471	0.7247965175053044	0.9312931768360728	Astro	0.5874357	3.6920135	2625	11625
1137	cell_1279	spot_33	0.9432810191420978	0.7909752352605147	0.9280504407539395	0.9647822574833783	0.8385142381436159	0.9521554555494021	Endo	1.1332473	4.7509217	1125	10875
